% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.238300000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.803553053e+05 +1.803553053e+05 +1.804791353e+05 +1.804791353e+05 +3.7995e+00 +4.7811e+00 +3.5038e+00 -1.7958e+00 +4.5707e+00
3 0 +1.080069652e+05 +1.080069652e+05 +1.081307952e+05 +1.081307952e+05 +1.7993e+00 +2.7352e+00 +4.8410e+00 +4.2179e+00 +1.9901e+00
4 0 +3.397927914e+04 +3.397927914e+04 +3.410310914e+04 +3.410310914e+04 +5.5939e-01 -2.1924e+00 +4.8942e+00 +1.0755e+00 -1.3741e+00
7 0 +3.262114106e+04 +3.262114106e+04 +3.274497106e+04 +3.274497106e+04 +1.8121e+00 -1.1501e+00 +2.2757e+00 +2.9063e+00 -1.1932e+00
13 0 +1.362950742e+04 +1.362950742e+04 +1.375333742e+04 +1.375333742e+04 +3.1342e+00 +1.8026e+00 +8.0385e-01 +9.7958e-01 +4.3396e+00
15 0 +8.511555655e+03 +8.511555655e+03 +8.635385655e+03 +8.635385655e+03 -2.4180e+00 +1.9707e+00 +1.2042e+00 -2.2240e+00 -1.5299e-01
40 0 +8.705365701e+02 +8.705365701e+02 +9.943665701e+02 +9.943665701e+02 +1.4531e+00 +3.5814e-01 -6.0705e-01 -1.5550e+00 +1.2394e+00
51 0 +2.461210470e+02 +2.461210470e+02 +3.699510470e+02 +3.699510470e+02 +1.4182e+00 +3.5244e-01 -5.3015e-01 -4.8888e-01 -4.6118e-01
175 0 +2.128773740e+02 +2.128773740e+02 +3.367073740e+02 +3.367073740e+02 +4.1315e-01 -2.0690e+00 -5.1377e-01 -1.6840e+00 +1.4515e+00
421 0 +1.987326756e+02 +1.987326756e+02 +3.225626756e+02 +3.225626756e+02 +1.3595e+00 +1.1380e-01 -3.0428e-01 -2.6809e-01 -4.4826e-01
430 0 +1.422151140e+02 +1.422151140e+02 +2.660451140e+02 +2.660451140e+02 +1.0054e+00 +3.5672e-01 -2.3348e-01 -4.9925e-02 -3.7470e-01
442 0 +9.333890395e+01 +9.333890395e+01 +2.171689039e+02 +2.171689039e+02 +7.8607e-01 +1.2945e-01 -1.2967e-01 -2.6815e-01 -1.4550e-01
447 0 +8.378441333e+01 +8.378441333e+01 +2.076144133e+02 +2.076144133e+02 +6.0489e-01 -1.6906e-01 -5.7834e-01 -4.9431e-01 -2.5911e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (4.751000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.760522891e+04 +1.760522891e+04 +1.765273891e+04 +1.765273891e+04 +6.0380e-01 -2.5641e+00 -2.8333e+00 +1.3390e+00 -2.7146e+00
9 0 +7.659322246e+03 +7.659322246e+03 +7.706832246e+03 +7.706832246e+03 +1.9490e+00 -1.2123e+00 +1.1171e+00 -1.8222e+00 -1.1893e+00
54 0 +6.791530662e+03 +6.791530662e+03 +6.839040662e+03 +6.839040662e+03 +3.6030e+00 +3.7178e+00 +1.6534e-02 -8.1502e-01 +4.5098e-01
59 0 +2.212916257e+03 +2.212916257e+03 +2.260426257e+03 +2.260426257e+03 +2.2051e+00 +1.4091e+00 +1.0919e+00 +1.9122e+00 +2.1641e+00
175 0 +2.172076402e+03 +2.172076402e+03 +2.219586402e+03 +2.219586402e+03 +1.9562e+00 -8.9080e-02 +1.7131e+00 -1.4984e+00 +1.1600e-01
180 0 +2.087780089e+03 +2.087780089e+03 +2.135290089e+03 +2.135290089e+03 -4.0035e-02 -1.9041e+00 +6.3764e-01 -9.2375e-01 +2.0070e+00
407 0 +9.697411848e+02 +9.697411848e+02 +1.017251185e+03 +1.017251185e+03 +2.3905e+00 +2.0078e+00 +4.4181e-01 +1.9191e+00 +9.2767e-01
438 0 +8.687443933e+02 +8.687443933e+02 +9.162543933e+02 +9.162543933e+02 +1.6667e+00 +4.9141e-01 +1.0255e+00 -1.3344e-01 +1.2776e+00
451 0 +5.537802608e+02 +5.537802608e+02 +6.012902608e+02 +6.012902608e+02 +2.1284e+00 +2.0838e-01 +1.2520e+00 +9.9451e-03 +1.8232e-01
694 0 +5.061277063e+02 +5.061277063e+02 +5.536377063e+02 +5.536377063e+02 +2.1702e+00 +1.9500e+00 +1.0328e+00 +2.0338e+00 +5.2063e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (5.534000000000e+01) | measured fitness | best measured fitness | x1 | x2...
