% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1.694000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.966660469e+01 +2.966660469e+01 +1.272660469e+01 +1.272660469e+01 -6.4073e-01 -4.4544e+00 +1.5319e+00 +3.7363e+00 +3.6600e-01
3 0 +9.714716116e+00 +9.714716116e+00 -7.225283884e+00 -7.225283884e+00 +2.8005e-01 +2.7165e+00 -2.2434e+00 +2.3450e-01 -1.6779e+00
12 0 +8.868955857e+00 +8.868955857e+00 -8.071044143e+00 -8.071044143e+00 +8.0784e-01 -1.2438e-01 -1.5690e+00 +3.3594e+00 -2.0361e+00
52 0 +8.187041899e+00 +8.187041899e+00 -8.752958101e+00 -8.752958101e+00 +8.1127e-01 +2.1360e+00 -1.5719e+00 +3.3178e+00 -6.8010e-01
55 0 +5.011354281e+00 +5.011354281e+00 -1.192864572e+01 -1.192864572e+01 +9.4432e-01 -5.3786e-01 -1.3857e+00 +3.7709e+00 -1.1225e+00
131 0 +4.737574514e+00 +4.737574514e+00 -1.220242549e+01 -1.220242549e+01 +9.4263e-01 -5.4225e-01 -1.3521e+00 +3.7284e+00 -1.1338e+00
132 0 +4.290212144e+00 +4.290212144e+00 -1.264978786e+01 -1.264978786e+01 +9.7743e-01 -4.5092e-01 -1.4463e+00 +3.7491e+00 +5.4423e-02
164 0 +4.261758221e+00 +4.261758221e+00 -1.267824178e+01 -1.267824178e+01 +9.9917e-01 -4.1459e-01 -1.4292e+00 +3.7969e+00 +1.0526e-01
210 0 +3.787005086e+00 +3.787005086e+00 -1.315299491e+01 -1.315299491e+01 +9.9900e-01 -4.1089e-01 -1.4574e+00 +3.8661e+00 +1.0539e-01
279 0 +3.678370761e+00 +3.678370761e+00 -1.326162924e+01 -1.326162924e+01 +1.0064e+00 -4.1121e-01 -1.4577e+00 +3.9215e+00 +1.2244e-01
328 0 +3.626132451e+00 +3.626132451e+00 -1.331386755e+01 -1.331386755e+01 +1.0031e+00 -4.1117e-01 -1.4540e+00 +3.9612e+00 +1.3010e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.881000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.595129753e+01 +1.595129753e+01 +3.476129753e+01 +3.476129753e+01 -9.6448e-01 +2.0705e+00 +1.5050e+00 +1.3536e-01 -1.2617e+00
2 0 +9.421400106e+00 +9.421400106e+00 +2.823140011e+01 +2.823140011e+01 +3.1634e+00 -1.1084e+00 +1.9355e+00 +3.0282e-01 +9.1913e-02
47 0 +8.665941475e+00 +8.665941475e+00 +2.747594148e+01 +2.747594148e+01 +9.7920e-01 +1.9063e+00 +2.4280e+00 -8.0799e-01 -6.6690e-01
