% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1.000000000000e+03) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.527861790e+01 +7.527861790e+01 -9.247213821e+02 -9.247213821e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +7.527851368e+01 +7.527851368e+01 -9.247214863e+02 -9.247214863e+02 +2.5000e-04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
132 0 +7.404666360e+01 +7.404666360e+01 -9.259533364e+02 -9.259533364e+02 -8.7638e-02 -3.1796e-02 +1.7546e-02 +1.4971e-01 +1.3969e-01 -1.9921e-01 -1.2198e-02 +5.3849e-02 +4.0135e-02 +5.7494e-02
150 0 +7.201239813e+01 +7.201239813e+01 -9.279876019e+02 -9.279876019e+02 -2.3822e-01 -8.5616e-02 +4.6526e-02 +4.0285e-01 +3.7443e-01 -5.2671e-01 -3.7772e-02 +1.4108e-01 +1.1115e-01 +1.5533e-01
160 0 +6.996596287e+01 +6.996596287e+01 -9.300340371e+02 -9.300340371e+02 -3.8833e-01 -1.4189e-01 +7.5668e-02 +6.6253e-01 +6.1650e-01 -8.7274e-01 -5.9704e-02 +2.3180e-01 +1.8326e-01 +2.5468e-01
165 0 +6.843622870e+01 +6.843622870e+01 -9.315637713e+02 -9.315637713e+02 -5.0583e-01 -1.8305e-01 +9.7809e-02 +8.5571e-01 +7.9577e-01 -1.1253e+00 -7.3493e-02 +2.9905e-01 +2.3765e-01 +3.2881e-01
170 0 +6.656717264e+01 +6.656717264e+01 -9.334328274e+02 -9.334328274e+02 -6.3767e-01 -2.3084e-01 +1.2389e-01 +1.0775e+00 +1.0031e+00 -1.4213e+00 -9.5761e-02 +3.7674e-01 +3.0531e-01 +4.1532e-01
175 0 +6.395672109e+01 +6.395672109e+01 -9.360432789e+02 -9.360432789e+02 -8.0836e-01 -2.9471e-01 +1.5619e-01 +1.3734e+00 +1.2773e+00 -1.8094e+00 -1.1902e-01 +4.7684e-01 +3.8320e-01 +5.2673e-01
179 0 +6.107824741e+01 +6.107824741e+01 -9.389217526e+02 -9.389217526e+02 -9.9848e-01 -3.6274e-01 +1.9422e-01 +1.6930e+00 +1.5762e+00 -2.2358e+00 -1.4581e-01 +5.9254e-01 +4.7365e-01 +6.5086e-01
183 0 +5.810126035e+01 +5.810126035e+01 -9.418987396e+02 -9.418987396e+02 -1.2849e+00 -4.6812e-01 +2.4900e-01 +2.1792e+00 +2.0282e+00 -2.8740e+00 -1.9399e-01 +7.5844e-01 +6.1558e-01 +8.3870e-01
